   ,ID,SPNAME,COLLID,OCCUR,CP_CPU_SU,CPU_TIME,ELAPS_TIME,LOCK_LATCH,SQL_STMT_AVG,SQL_STMT_TOTAL,SUSPEND,SYNCIO,TOTAL_SUSPENSIONS_AVG,LOCK_REQUEST_AVG,GETPAGES_AVG,SYNCH_READ_AVG,SELECT_AVG,INSERT_AVG,UPDATE_AVG,DELETE_AVG,   
375,148632,sp375,CORPK160,5,92.2,0.0034,0.016635,0.000774,21.4,107,0.01324,0.010691,0,20,80,3,11,0,1,0,   
376,145437,sp376,CORPK030,22,92.18,0.003393,0.021182,0.00152,22.36,492,0.017667,0.014994,0,23,117,3,12,2,1,0,   
377,144905,sp377,CORPK020,1,92,0.003392,0.052291,0,56,56,0.049008,0.021576,0,59,67,8,0,26,0,1,   
378,144661,sp378,CORPK017,1,92,0.003387,0.011606,0.002073,16,16,0.008193,0.003155,0,20,76,1,5,1,0,0,   
379,143994,sp379,CORPK003,113,91.09,0.003354,0.12877,0.000498,39.53,4467,0.126057,0.087886,1,19,199,38,18,0,0,0,   
380,144499,sp380,CORPK009,1,91,0.00335,0.076167,0.000014,9,9,0.072991,0.002517,0,8,244,8,6,1,0,0,   
381,148618,sp381,CORPK160,3050,90.69,0.00334,0.006776,0.000831,11.87,36189,0.003026,0.000796,0,21,124,0,6,0,0,0,   
382,144368,sp382,CORPK008,42,90.67,0.003338,0.011627,0.000456,15.24,640,0.008255,0.004766,0,13,98,1,9,0,0,0,   
383,148245,sp383,CORPK140,1,90,0.003316,0.030412,0,14,14,0.027097,0.009121,0,29,88,1,10,1,0,0,   
384,143853,sp384,CORPK002,787,90.03,0.003316,0.032217,0.000787,14.45,11369,0.029011,0.025376,0,23,80,6,8,1,0,0,   
385,144920,sp385,CORPK020,83,89.94,0.00331,0.015976,0.000708,82.99,6888,0.012678,0.008585,0,20,116,2,18,2,1,0,   
386,143995,sp386,CORPK003,1,90,0.003309,0.073801,0.000019,20,20,0.070617,0.042999,0,27,78,5,8,2,1,0,   
387,145611,sp387,CORPK032,75,89.13,0.003282,0.009146,0.000914,25.35,1901,0.005824,0.002342,0,29,128,0,15,2,0,0,   
388,147286,sp388,CORPK111,765,88.81,0.003271,0.010263,0.000763,15.27,11680,0.006974,0.004235,0,17,70,1,5,1,0,0,   
389,143989,sp389,CORPK003,89,88.75,0.003269,0.017712,0.00092,33,2937,0.014464,0.010331,0,26,97,3,13,1,0,0,   
390,147590,sp390,CORPK118,15,88.2,0.003249,0.028738,0.001032,12,180,0.025503,0.021706,0,16,76,3,4,0,0,0,   
391,146602,sp391,CORPK047,1843,88.01,0.003241,0.005432,0.001161,38.48,70926,0.002164,0.000488,1,22,125,0,23,0,0,0,   
392,144602,sp392,CORPK016,9894,87.25,0.003214,0.007441,0.000663,25.69,254183,0.004212,0.000562,1,32,112,0,18,1,0,0,   
393,143705,sp393,CORPK001,343020,87.19,0.003212,0.032473,0.019085,53.12,18220493,0.029316,0.005554,2,36,115,2,32,1,1,0,   
394,146600,sp394,CORPK047,13450,86.86,0.003199,0.008162,0.001445,40.2,540718,0.00486,0.001583,1,25,102,0,24,0,0,0,   
395,146164,sp395,CORPK040,57,86.77,0.003198,0.007917,0.000493,20.6,1174,0.004731,0.001052,0,14,72,0,12,1,1,0,   
396,145083,sp396,CORPK021,18940,86.82,0.003198,0.007064,0.000672,31,587140,0.003857,0.00038,1,24,91,0,16,3,0,0,   
397,145489,sp397,CORPK031,2893,86.1,0.003172,0.009916,0.000979,33.7,97499,0.006749,0.003036,1,27,132,0,26,1,1,0,   
398,148616,sp398,CORPK160,3435,86.09,0.003171,0.007987,0.001133,13,44655,0.004474,0.001834,0,18,98,0,10,1,1,0,   
399,146314,sp399,CORPK041,874,85.72,0.003158,0.00966,0.000741,41.28,36078,0.006527,0.004184,1,20,89,1,13,1,1,0,   
400,145065,sp400,CORPK021,52,85.73,0.003156,0.007663,0.00071,26.23,1364,0.004513,0.000551,0,21,92,0,12,3,0,0,   
401,146856,sp401,CORPK102,10,85.6,0.003152,0.013797,0.001112,15,150,0.010667,0.007878,0,21,114,1,5,4,0,0,   
402,148246,sp402,CORPK140,7,85.29,0.003144,0.009796,0.000298,15,105,0.006662,0.001892,0,17,67,1,7,1,0,0,   
403,145487,sp403,CORPK031,967,84.99,0.003131,0.006371,0.001411,29.5,28525,0.003183,0.000791,1,22,117,0,22,0,0,0,   
404,146168,sp404,CORPK040,346,84.79,0.003124,0.00894,0.000725,20.38,7053,0.005818,0.001426,0,14,72,0,11,1,1,0,   
405,144189,sp405,CORPK006,8,84.25,0.0031,0.012905,0.000311,26.25,210,0.009861,0.004776,0,36,93,1,16,2,2,1,   
406,143990,sp406,CORPK003,76,84.16,0.0031,0.016069,0.0006,41.96,3189,0.012993,0.011269,0,18,96,2,16,0,0,0,   
407,144512,sp407,CORPK013,346474,83.85,0.003089,0.030118,0.018357,48.76,16893728,0.027064,0.003579,2,39,123,0,32,1,0,0,   
408,144378,sp408,CORPK008,3,83.67,0.003076,0.014058,0.001098,21.67,65,0.010989,0.0065,1,20,82,1,11,0,0,0,   
409,143999,sp409,CORPK003,442,83.45,0.003074,0.01266,0.001023,27.56,12181,0.009592,0.005251,0,27,114,1,8,1,1,0,   
410,144912,sp410,CORPK020,87,82.57,0.003043,0.00721,0.000308,54.79,4767,0.004161,0.001004,0,34,105,0,32,4,2,0,   
411,147870,sp411,CORPK132,10,82.2,0.00303,0.023498,0.000651,32.1,321,0.020334,0.019682,0,11,95,2,5,0,0,0,   
412,145196,sp412,CORPK023,1,82,0.003029,0.005913,0.001959,8,8,0.00285,0,1,18,70,0,1,2,0,0,   
413,143826,sp413,CORPK002,51,82.12,0.003024,0.074743,0.000362,14,714,0.071887,0.067941,0,16,82,10,2,1,2,0,   
414,144190,sp414,CORPK006,9879,81.52,0.003004,0.017398,0.000891,50.56,499503,0.014487,0.011854,0,17,94,2,11,1,0,0,   
415,143849,sp415,CORPK002,24,81.46,0.003002,0.007498,0.000629,17,408,0.004481,0.000454,0,21,85,0,9,1,0,0,   
416,146688,sp416,CORPK049,38630,81.46,0.003002,0.014535,0.00073,27.74,1071597,0.011624,0.003201,0,32,96,0,16,1,2,0,   
417,144477,sp417,CORPK009,27654,81.26,0.002994,0.012404,0.000627,20.19,558456,0.009412,0.002992,0,21,84,0,12,1,2,0,   
418,145597,sp418,CORPK032,27,81.04,0.002989,0.010044,0.000493,22,594,0.007002,0.004765,0,22,99,2,9,2,1,0,   
419,146525,sp419,CORPK045,1,80,0.002945,0.015695,0.000124,22,22,0.012813,0.011239,1,13,43,2,6,1,1,0,   
420,146024,sp420,CORPK038,2,79.5,0.002941,0.014502,0.000129,21,42,0.011579,0.009314,1,24,108,2,6,2,4,0,   
421,145359,sp421,CORPK025,1,80,0.002935,0.033083,0.001616,7,7,0.030253,0.02547,1,14,49,3,1,1,0,0,   
422,148013,sp422,CORPK135,3,79.33,0.002929,0.007553,0.000863,5,15,0.00463,0.002382,0,6,663,0,3,1,0,0,   
423,143969,sp423,CORPK003,44,78.68,0.002902,0.013352,0.000536,35.34,1555,0.010459,0.009923,0,20,87,2,13,1,0,0,   
424,143709,sp424,CORPK001,826,78.5,0.002893,0.022471,0.000664,33.9,28004,0.019617,0.01756,0,18,100,3,16,0,0,0,   
425,146725,sp425,CORPK065,49912,78.25,0.002884,0.008414,0.000686,25.95,1295402,0.005577,0.001086,0,26,113,0,10,2,1,0,   
426,145357,sp426,CORPK025,133,77.87,0.00287,0.00588,0.00024,8.02,1066,0.002933,0.00089,0,8,58,0,3,1,0,0,   
427,146108,sp427,CORPK039,25,77.48,0.002855,0.010318,0.000427,23.52,588,0.007486,0.003771,0,17,70,1,6,1,1,0,   
428,148244,sp428,CORPK140,9,77.11,0.002839,0.009052,0.001402,17.33,156,0.006191,0.001474,0,18,75,0,8,0,0,0,   
429,144257,sp429,CORPK007,9,76.89,0.002829,0.017127,0.000104,31.33,282,0.014351,0.008981,0,33,99,2,13,3,1,0,   
430,146617,sp430,CORPK047,96596,76.21,0.002809,0.007911,0.000992,40.45,3906935,0.005095,0.001993,1,25,92,0,32,0,0,0,   
431,145193,sp431,CORPK023,1,76,0.002807,0.092432,0.000056,32,32,0.089822,0.077132,0,17,34,10,4,1,0,0,   
432,143992,sp432,CORPK003,1821,76.04,0.002803,0.01775,0.000792,32.11,58474,0.014971,0.012636,0,18,91,2,17,0,0,0,   
433,147849,sp433,CORPK132,1,76,0.002788,0.006361,0.000159,11,11,0.003508,0,0,16,55,0,4,1,0,0,   
434,143974,sp434,CORPK003,751,75.58,0.002786,0.01453,0.000728,27.32,20516,0.011781,0.009078,0,20,79,2,11,0,0,0,   
435,146109,sp435,CORPK039,61448,75.56,0.002786,0.008244,0.000959,40.56,2492476,0.005459,0.000045,2,38,92,0,28,1,0,0,   
436,144601,sp436,CORPK016,34,75.5,0.002785,0.01387,0.000319,26.03,885,0.011096,0.000788,1,36,75,0,7,2,2,0,   
437,145479,sp437,CORPK031,17,74.82,0.002762,0.003461,0.000426,24,408,0.000475,0,0,16,68,0,11,1,1,0,   
438,147443,sp438,CORPK116,5,75,0.002757,0.033522,0.000056,11.4,57,0.030845,0.030789,0,10,85,7,3,4,0,0,   
439,146592,sp439,CORPK047,21075,73.52,0.002711,0.007769,0.00167,34.36,724201,0.004952,0.001804,1,25,98,0,28,0,0,0,   
440,148255,sp440,CORPK140,14,73.43,0.002707,0.013098,0.000892,12.29,172,0.010356,0.00474,0,15,59,0,5,1,0,0,   
441,148502,sp441,CORPK147,2,73,0.0027,0.021731,0.000628,10,20,0.023313,0.011236,1,18,94,1,5,1,0,0,   
442,145278,sp442,CORPK024,12,73.25,0.002697,0.008151,0.000243,15.58,187,0.00552,0.00255,0,12,217,5,8,0,1,0,   
443,147854,sp443,CORPK132,10,73,0.002684,0.032885,0.000452,28.2,282,0.030234,0.024664,0,10,53,3,6,0,0,0,   
444,146110,sp444,CORPK039,49,72.2,0.002659,0.012681,0.000462,37.53,1839,0.010055,0.007348,1,30,114,1,17,0,0,0,   
445,144261,sp445,CORPK007,3,72,0.002649,0.025597,0.001245,13,39,0.023063,0.013359,0,15,70,7,10,2,0,0,   
446,144047,sp446,CORPK004,44,71.75,0.002646,0.046775,0.000765,19.07,839,0.0443,0.039817,1,16,68,7,11,2,1,0,   
447,144000,sp447,CORPK003,16,71.56,0.002643,0.011824,0.000805,25.5,408,0.009166,0.00302,1,29,87,0,19,2,1,0,   
448,145483,sp448,CORPK031,2,72,0.002641,0.008505,0.000255,20,40,0.005875,0.000696,0,14,55,0,5,1,2,0,   
449,148620,sp449,CORPK160,3050,71.56,0.00264,0.006769,0.00116,22.72,69307,0.00389,0.001332,0,15,65,0,9,1,0,0,   
450,145898,sp450,CORPK036,12,71.33,0.002632,0.029894,0.000822,17,204,0.027353,0.021,0,18,44,4,5,1,1,0,   
451,144385,sp451,CORPK008,3261,71.16,0.002624,0.01219,0.000602,22.79,74327,0.009581,0.00595,1,21,111,1,16,1,1,0,   
452,144046,sp452,CORPK004,1,71,0.002619,0.028839,0.000039,19,19,0.026305,0.024618,0,15,79,7,11,2,1,0,   
453,147706,sp453,CORPK123,2,70.5,0.002612,0.040648,0.000112,11,22,0.038178,0.038066,1,8,58,7,3,4,0,0,   
454,143838,sp454,CORPK002,10526,70.75,0.002609,0.005992,0.000566,22.2,233691,0.003393,0.000749,0,16,81,0,10,1,0,0,   
455,144770,sp455,CORPK018,15,70.47,0.002601,0.026435,0.000528,57.67,865,0.023935,0.020858,0,30,39,6,13,10,10,0,   
456,143718,sp456,CORPK001,3,70,0.002575,0.009614,0.000303,21.33,64,0.007072,0.004903,0,16,87,1,11,2,1,0,   
457,145374,sp457,CORPK025,302,69.75,0.002573,0.00766,0.000302,16.01,4836,0.005084,0.00137,0,13,49,0,8,1,0,0,   
458,143876,sp458,CORPK002,60,69.65,0.002569,0.045762,0.000707,75.25,4515,0.043319,0.040513,1,21,57,7,60,2,0,0,   
459,147075,sp459,CORPK109,9,69.56,0.002566,0.009132,0.001179,18.56,167,0.006588,0.002119,0,18,75,1,8,1,0,0,   
460,148027,sp460,CORPK135,14,69.5,0.002564,0.006104,0.001361,26.14,366,0.003541,0.000415,0,13,46,0,7,0,0,0,   
461,146497,sp461,CORPK044,2,69,0.002548,0.018875,0.00007,28,56,0.016365,0.008962,1,16,60,2,13,1,1,0,   
462,143993,sp462,CORPK003,318,68.99,0.002544,0.018146,0.000727,23.96,7620,0.015624,0.013343,0,17,92,2,15,0,0,0,   
463,148521,sp463,CORPK147,3,68.67,0.002536,0.010411,0.000296,17,51,0.007874,0.005468,0,30,75,0,12,2,1,0,   
464,146119,sp464,CORPK039,53344,68.72,0.002535,0.003303,0.000648,53.7,2864540,0.000721,0.000066,1,22,82,0,21,0,0,0,   
465,143827,sp465,CORPK002,5015,68.39,0.002523,0.029069,0.000481,15,75225,0.026653,0.025163,0,16,81,4,3,1,2,0,   
466,145185,sp466,CORPK023,1,68,0.002512,0.034954,0,14,14,0.032583,0.031979,0,20,65,8,5,2,2,0,   
467,148614,sp467,CORPK160,3054,68.08,0.002511,0.005262,0.000608,6.94,21204,0.002459,0.00046,0,24,80,0,5,0,0,0,   
468,147321,sp468,CORPK111,5,67.8,0.002509,0.008738,0.000082,18,90,0.006226,0.006144,0,9,59,1,4,4,0,0,   
469,143991,sp469,CORPK003,683,67.56,0.002492,0.015909,0.000619,28.59,19525,0.013438,0.011796,0,17,82,2,13,0,0,0,   
470,144762,sp470,CORPK018,4076,67.53,0.002492,0.008639,0.00153,30.22,123171,0.006025,0.004476,1,26,78,1,19,0,0,0,   
471,146022,sp471,CORPK038,10,67.4,0.002486,0.016499,0.001622,20.4,204,0.013966,0.012344,0,15,122,5,7,3,2,0,   
472,144469,sp472,CORPK009,1,67,0.002458,0.003893,0.000001,24,24,0.001463,0.000695,0,21,79,2,19,1,0,0,   
473,148634,sp473,CORPK160,3051,65.85,0.00243,0.005441,0.001269,20.6,62851,0.002835,0.000124,0,17,66,0,12,0,0,0,   
474,144723,sp474,CORPK018,4,65.75,0.002414,0.022707,0.000701,15.5,62,0.020433,0.016014,0,16,47,8,4,2,0,0,   
475,144510,sp475,CORPK012,10625,65.21,0.002407,0.014982,0.001914,49,520625,0.012605,0.003826,2,34,59,0,14,1,0,0,   
476,143707,sp476,CORPK001,29,65.31,0.002405,0.018271,0.000528,29.31,850,0.015925,0.014435,0,12,66,3,11,0,0,0,   
477,144383,sp477,CORPK008,16,65.19,0.002404,0.017011,0.000431,15.06,241,0.014678,0.011154,1,21,81,3,11,1,0,0,   
478,144370,sp478,CORPK008,1,65,0.002401,0.0148,0.000012,16,16,0.012447,0.009425,0,10,67,3,6,2,1,0,   
479,146295,sp479,CORPK041,6,64.83,0.00239,0.006489,0.000011,2.5,15,0.004054,0.003002,0,5,59,0,1,1,0,0,   
480,145199,sp480,CORPK023,12,64.75,0.002389,0.012469,0.000458,44.67,536,0.010082,0.008221,1,20,76,2,33,1,2,0,   
481,146318,sp481,CORPK041,3,65,0.002386,0.018261,0.002397,8,24,0.01589,0.00785,0,15,53,2,3,1,2,0,   
482,144605,sp482,CORPK016,615,64.16,0.002368,0.008527,0.000568,17,10455,0.00615,0.000961,0,23,53,0,4,2,0,0,   
483,145468,sp483,CORPK031,3160,64.08,0.002365,0.008332,0.00071,22.83,72158,0.005963,0.002997,0,17,80,0,15,1,1,0,   
484,146115,sp484,CORPK039,32650,64.07,0.002365,0.005061,0.000579,36.58,1194391,0.002698,0.000553,2,29,99,0,24,2,0,0,   
485,145467,sp485,CORPK031,9,64.11,0.002364,0.003546,0.000495,23.33,210,0.001161,0,0,18,80,0,15,1,2,0,   
486,144933,sp486,CORPK020,17,63.94,0.002363,0.010675,0.000244,31.82,541,0.008303,0.000828,0,25,82,0,8,2,3,0,   
487,145613,sp487,CORPK032,2,64,0.002357,0.008079,0.000032,16,32,0.005752,0.004578,0,23,111,1,10,1,0,0,   
488,147076,sp488,CORPK109,61,63.33,0.00234,0.010939,0.000245,12.75,778,0.008582,0.000804,0,13,50,0,1,3,0,0,   
489,145482,sp489,CORPK031,13,63.31,0.002338,0.003996,0.00054,20.69,269,0.001484,0.000592,0,13,48,0,8,0,1,0,   
490,148633,sp490,CORPK160,118,63.32,0.002337,0.007185,0.000924,20.03,2363,0.00471,0.002771,0,17,71,0,11,0,1,0,   
491,144926,sp491,CORPK020,1,63,0.002329,0.0198,0.000776,16,16,0.017575,0.013682,1,19,60,4,4,2,1,0,   
492,146111,sp492,CORPK039,5,63,0.002328,0.007649,0.000196,13.8,69,0.005281,0.000259,0,21,85,0,6,2,0,1,   
493,145484,sp493,CORPK031,23,63,0.002323,0.003677,0.000721,20.74,477,0.001321,0.0006,0,13,49,0,7,0,1,0,   
494,144195,sp494,CORPK006,28958,62.25,0.002298,0.007535,0.000615,22.18,642189,0.005269,0.003003,0,22,57,0,9,0,0,0,   
495,143695,sp495,CORPK001,3,62.33,0.002292,0.002348,0.000022,17,51,0.000022,0,0,11,72,0,9,1,0,0,   
496,145186,sp496,CORPK023,15,61.47,0.00227,0.013451,0.000535,11,165,0.011206,0.007803,0,13,46,1,4,1,0,0,   
497,146495,sp497,CORPK044,1,61,0.002265,0.246381,0.000061,3,3,0.244388,0.037434,0,16,30,12,1,1,0,0,   
498,145606,sp498,CORPK032,40,61.07,0.002255,0.028415,0.000741,10.72,429,0.026288,0.017783,0,17,62,4,3,1,0,0,   
499,146596,sp499,CORPK047,8802,60.92,0.002249,0.011536,0.000573,23.81,209610,0.009312,0.007152,0,10,56,2,13,0,0,0,   
500,143918,sp500,CORPK002,33,60.91,0.002247,0.007786,0.000375,13.06,431,0.005567,0.00349,0,13,58,1,7,2,0,0,   
501,144771,sp501,CORPK018,4477,60.25,0.002225,0.004752,0.00064,13.84,61978,0.002593,0.000103,0,22,69,0,7,0,1,0,   
502,146680,sp502,CORPK048,2,60,0.002215,0.029499,0.00026,13,26,0.027382,0.023072,1,19,46,4,9,1,1,0,   
503,145485,sp503,CORPK031,151,59.64,0.002202,0.005069,0.001776,19.46,2939,0.002708,0.000932,0,11,50,0,6,0,1,0,   
504,145469,sp504,CORPK031,9,59.33,0.00219,0.006836,0.000754,22,198,0.004696,0.002598,0,15,77,0,15,1,2,0,   
505,148619,sp505,CORPK160,169,58.91,0.002175,0.00436,0.000707,25.5,4309,0.002082,0.000581,0,12,61,0,12,1,0,0,   
506,145614,sp506,CORPK032,2796,58.67,0.002167,0.012767,0.000457,13.03,36427,0.010659,0.006782,0,18,66,1,5,1,1,0,   
507,146982,sp507,CORPK106,6,58.5,0.002165,0.013296,0.000479,12,72,0.01114,0.01066,0,7,61,3,0,4,0,0,   
508,144262,sp508,CORPK007,114,58.18,0.002149,0.013338,0.000606,20.88,2380,0.011231,0.007179,1,18,52,1,9,0,0,0,   
509,146114,sp509,CORPK039,3450,57.61,0.002128,0.003843,0.00061,28.01,96619,0.001655,0.000998,0,12,61,0,6,1,0,0,   
510,144761,sp510,CORPK018,4818,57.48,0.002123,0.003385,0.000661,31.04,149543,0.001234,0.000565,1,23,72,0,17,1,1,0,   
511,145610,sp511,CORPK032,147,56.66,0.002093,0.022172,0.000467,7,1029,0.020208,0.0161,0,16,57,4,3,1,2,0,   
512,147452,sp512,CORPK116,86,56.58,0.00209,0.031803,0.000642,8.72,750,0.029776,0.027326,0,5,152,8,2,0,0,0,   
513,143829,sp513,CORPK002,312,56.51,0.002088,0.028911,0.000772,13.58,4238,0.026823,0.025262,0,9,53,3,2,0,1,0,   
514,145475,sp514,CORPK031,19,56.32,0.002083,0.003486,0.00105,20.47,389,0.001362,0.000082,0,14,64,0,9,0,1,0,   
515,144369,sp515,CORPK008,52,55.85,0.002065,0.027083,0.000426,9.96,518,0.025093,0.023005,0,8,36,4,5,1,0,0,   
516,144719,sp516,CORPK018,4,55.75,0.002064,0.083995,0.000744,8,32,0.08208,0.016577,0,13,31,6,2,2,0,0,   
517,148500,sp517,CORPK147,1,56,0.00206,0.01398,0.002031,12,12,0.011909,0.009211,0,19,45,2,6,4,0,1,   
518,148622,sp518,CORPK160,3050,55.36,0.002046,0.003435,0.001109,26,79308,0.001176,0.00003,0,15,57,0,13,0,0,0,   
519,144925,sp519,CORPK020,21,55.33,0.002043,0.007655,0.000776,13.71,288,0.005653,0.002495,0,16,56,1,5,0,0,0,   
520,147444,sp520,CORPK116,6,54.83,0.002025,0.003245,0.000038,9.83,59,0.001096,0.001059,0,8,64,1,3,2,0,0,   
521,145480,sp521,CORPK031,64,54.3,0.002006,0.005647,0.000757,20.31,1300,0.003502,0.001095,0,14,66,0,8,1,2,0,   
522,147265,sp522,CORPK111,195,54.22,0.002004,0.002613,0.000263,11,2145,0.000548,0.000285,0,7,42,0,2,2,0,0,   
523,146728,sp523,CORPK065,57,54.16,0.002001,0.004405,0.001532,38.09,2171,0.002389,0.000828,0,5,47,0,7,0,0,0,   
524,143828,sp524,CORPK002,1114,53.58,0.00198,0.027043,0.000195,4,4456,0.025115,0.019743,0,11,41,3,1,1,0,0,   
525,144475,sp525,CORPK009,6,53.67,0.001976,0.017226,0.000558,19,114,0.015252,0.01277,1,14,57,2,15,0,0,0,   
526,147457,sp526,CORPK116,1,53,0.001973,0.007941,0,11,11,0.005845,0.005845,0,9,70,1,3,3,0,0,   
527,146962,sp527,CORPK105,1489,53.01,0.001959,0.03385,0.000337,7.25,10789,0.032004,0.03127,0,9,191,8,1,1,1,0,   
528,145200,sp528,CORPK023,4125,52.77,0.001951,0.007765,0.000494,16.21,66857,0.00586,0.002266,0,17,71,0,6,1,1,0,   
529,145895,sp529,CORPK036,12,52,0.001925,0.031276,0.000215,8,96,0.029447,0.026729,0,14,45,5,4,1,2,0,   
530,143844,sp530,CORPK002,10033,51.32,0.001898,0.008081,0.000443,19.03,190896,0.006202,0.00366,0,13,53,0,6,1,1,0,   
531,147319,sp531,CORPK111,52,51.12,0.001892,0.003035,0.00098,9,468,0.00098,0,0,5,33,0,0,2,0,0,   
532,146722,sp532,CORPK065,346,51.05,0.001887,0.002476,0.000381,24.26,8394,0.000565,0.000184,0,11,128,0,12,0,0,0,   
533,146961,sp533,CORPK105,827,50.84,0.001881,0.002861,0.00057,10,8272,0.000814,0.000233,0,7,60,0,1,3,0,0,   
534,145072,sp534,CORPK021,4,50.75,0.001877,0.054032,0.044831,17,68,0.051744,0.002641,0,11,41,1,6,2,0,0,   
535,147466,sp535,CORPK116,973,50.65,0.001873,0.009423,0.000269,13.31,12950,0.007545,0.005909,0,18,58,1,11,1,0,0,   
536,147262,sp536,CORPK111,1209,50.57,0.00187,0.00289,0.000518,9,10881,0.000945,0.000412,0,5,36,0,0,2,0,0,   
537,143855,sp537,CORPK002,228,50.04,0.001851,0.007868,0.000399,7,1596,0.006043,0.002181,0,15,61,1,5,1,0,0,   
538,146112,sp538,CORPK039,1,50,0.001842,0.016626,0.000028,16,16,0.014813,0.001474,2,22,51,1,12,1,0,0,   
539,145481,sp539,CORPK031,258,49.68,0.001839,0.00675,0.001162,18.26,4711,0.004863,0.000686,0,11,63,0,7,1,1,0,   
540,145090,sp540,CORPK021,14,49.5,0.001836,0.004153,0.000889,14,196,0.002325,0.00019,0,15,52,0,7,1,2,0,   
541,144511,sp541,CORPK012,3135940,49.46,0.00183,0.005454,0.000975,40.5,127004223,0.003645,0.000774,1,25,82,0,19,1,0,0,   
542,143708,sp542,CORPK001,445,49.24,0.001822,0.009825,0.000353,24.07,10709,0.00802,0.00697,0,10,67,1,11,0,0,0,   
543,144666,sp543,CORPK017,21,49,0.001816,0.006392,0.000291,18,378,0.004596,0.00235,0,19,51,0,13,1,1,0,   
544,145432,sp544,CORPK029,17,49.24,0.001816,0.009405,0.000266,7.59,129,0.007615,0.002751,0,16,33,0,3,1,0,0,   
545,144785,sp545,CORPK019,129,48.96,0.001811,0.00273,0.000529,16.28,2100,0.000867,0.000338,0,11,108,0,5,1,0,0,   
546,147282,sp546,CORPK111,125,48.82,0.001807,0.011251,0.001202,6,750,0.009398,0.008196,0,9,53,0,2,2,0,0,   
547,143860,sp547,CORPK002,1123,48.71,0.001803,0.011829,0.000267,4.36,4892,0.010072,0.00669,0,16,62,1,1,0,1,0,   
548,143843,sp548,CORPK002,8,48.75,0.001798,0.006616,0.000292,6,48,0.004784,0,0,17,63,0,4,0,1,0,   
549,143982,sp549,CORPK003,13,48.23,0.001781,0.018208,0.000125,11.54,150,0.016464,0.014873,0,16,42,4,6,0,1,0,   
550,147846,sp550,CORPK132,443,47.86,0.001771,0.003508,0.000387,11,4874,0.001705,0.000052,0,7,28,0,3,1,0,0,   
551,147456,sp551,CORPK116,113,47.58,0.00176,0.003937,0.000684,9.3,1051,0.001978,0.00125,0,7,62,0,1,3,0,0,   
552,147327,sp552,CORPK111,13,47.31,0.001751,0.004635,0.001938,14,182,0.0027,0.000763,0,9,52,0,2,2,2,0,   
553,144717,sp553,CORPK018,4,47.25,0.00175,0.015409,0.000321,12,48,0.013736,0.013414,0,11,47,5,5,1,1,0,   
554,146183,sp554,CORPK040,104,47.29,0.001749,0.005661,0.000594,19.46,2024,0.003867,0.00306,0,9,76,0,12,0,0,0,   
555,144199,sp555,CORPK006,1,47,0.001742,0.016866,0.000044,7,7,0.015191,0.013966,1,12,52,3,5,1,0,0,   
556,144915,sp556,CORPK020,80,47.05,0.001741,0.007393,0.000218,18.38,1470,0.005646,0.002966,0,13,46,0,5,1,0,0,   
557,145477,sp557,CORPK031,56,47.02,0.00174,0.005172,0.000412,19.04,1066,0.003386,0.002166,0,12,48,0,7,0,1,0,   
558,148022,sp558,CORPK135,3,46.67,0.001738,0.024674,0.000002,9,27,0.022981,0.005613,0,13,41,2,5,1,1,0,   
559,147584,sp559,CORPK118,31,46.97,0.001738,0.010576,0.000448,8.48,263,0.00879,0.008342,0,5,46,3,0,3,0,0,   
560,146300,sp560,CORPK041,4,47,0.001728,0.019236,0.000002,7,28,0.017578,0.016268,0,10,26,4,3,1,1,0,   
561,148247,sp561,CORPK140,11,46.73,0.001726,0.002106,0.000329,83.64,920,0.000329,0,0,11,115,0,46,1,0,1,   
562,145478,sp562,CORPK031,69,46.42,0.001719,0.006161,0.000433,18.01,1243,0.004421,0.00125,0,11,53,0,8,0,1,0,   
563,146684,sp563,CORPK049,248,46.07,0.001704,0.008868,0.000528,13.86,3437,0.007189,0.002777,0,15,38,1,7,1,0,0,   
564,143976,sp564,CORPK003,332,45.92,0.001701,0.006806,0.000438,18.94,6288,0.005094,0.001295,0,21,47,0,8,1,0,0,   
565,144928,sp565,CORPK020,7,45.57,0.001693,0.014155,0.000283,11,77,0.012507,0.009274,0,17,56,2,6,2,0,0,   
566,144930,sp566,CORPK020,3372,45.65,0.001691,0.004461,0.000349,8.98,30268,0.002769,0.000727,0,13,36,0,4,0,0,0,   
567,143998,sp567,CORPK003,4300,45.18,0.001673,0.004585,0.000588,26,111800,0.002887,0.000315,1,24,66,0,14,1,1,0,   
568,146310,sp568,CORPK041,270,44.86,0.001663,0.016985,0.000274,11,2970,0.015408,0.013499,0,12,63,2,6,1,2,0,   
569,147453,sp569,CORPK116,187,44.61,0.001652,0.002689,0.000583,11.72,2191,0.000903,0.00032,0,7,80,0,3,3,0,0,   
570,147280,sp570,CORPK111,119,44.49,0.001647,0.006211,0.000333,8.68,1033,0.00456,0.002314,0,10,42,0,2,1,0,0,   
571,145605,sp571,CORPK032,14974,44.27,0.00164,0.00516,0.000513,27.78,416022,0.003516,0.00001,0,9,47,0,7,1,1,0,   
572,147828,sp572,CORPK132,176,43.91,0.001629,0.002373,0.000412,15.5,2728,0.000656,0.000227,0,5,55,0,3,2,0,0,   
